decision,title_1,year_1,tmdbId_1,title_2,year_2,tmdbId_2,genre_sim,tag_sim
KEEP (Different Movie),Neighbors (1981),1981.0,19507.0,Neighbors (2014),2014.0,195589.0,1.0,0.0
KEEP (Different Movie),Night of the Living Dead (1968),1968.0,10331.0,Night of the Living Dead (1990),1990.0,19185.0,0.3333333333333333,0.0
KEEP (Different Movie),"Nightmare on Elm Street, A (1984)",1984.0,377.0,"Nightmare on Elm Street, A (2010)",2010.0,23437.0,0.6666666666666666,0.0
KEEP (Different Movie),No Man's Land (1987),1987.0,34379.0,No Man's Land (2001),2001.0,8342.0,0.3333333333333333,0.0
KEEP (Different Movie),Nothing to Lose (1994),1994.0,410921.0,Nothing to Lose (1997),1997.0,11676.0,0.4,0.0
KEEP (Different Movie),Notorious (1946),1946.0,303.0,Notorious (2009),2009.0,14410.0,0.0,0.0
KEEP (Different Movie),"Nutty Professor, The (1996)",1996.0,9327.0,"Nutty Professor, The (1963)",1963.0,18331.0,0.5,0.0
KEEP (Different Movie),Obsession (1976),1976.0,4780.0,Obsession (1965),1965.0,435041.0,0.0,0.0
KEEP (Different Movie),Of Mice and Men (1992),1992.0,9609.0,Of Mice and Men (1939),1939.0,51802.0,1.0,0.0
KEEP (Different Movie),Oliver Twist (1948),1948.0,10949.0,Oliver Twist (2005),2005.0,257.0,0.3333333333333333,1.0
KEEP (Different Movie),"Omen, The (1976)",1976.0,794.0,"Omen, The (2006)",2006.0,806.0,0.6666666666666666,0.0
KEEP (Different Movie),Oscar (1991),1991.0,11890.0,Oscar (1967),1967.0,2798.0,0.25,0.0
KEEP (Different Movie),Out Cold (2001),2001.0,14369.0,Out Cold (1989),1989.0,120328.0,0.5,0.0
KEEP (Different Movie),"Parent Trap, The (1961)",1961.0,19186.0,"Parent Trap, The (1998)",1998.0,9820.0,1.0,1.0
KEEP (Different Movie),"Patriot, The (2000)",2000.0,2024.0,"Patriot, The (1998)",1998.0,6058.0,0.25,0.0
KEEP (Different Movie),Persuasion (1995),1995.0,17015.0,Persuasion (2007),2007.0,13949.0,1.0,0.0
KEEP (Different Movie),Pete's Dragon (1977),1977.0,11114.0,Pete's Dragon (2016),2016.0,294272.0,0.4,0.0
KEEP (Different Movie),Peter Pan (1953),1953.0,10693.0,Peter Pan (2003),2003.0,10601.0,0.3333333333333333,0.0
KEEP (Different Movie),Peter Pan (1953),1953.0,10693.0,Peter Pan (1960),1960.0,51120.0,0.75,0.0
KEEP (Different Movie),Peter Pan (2003),2003.0,10601.0,Peter Pan (1960),1960.0,51120.0,0.4,0.0
KEEP (Different Movie),"Pink Panther, The (1963)",1963.0,936.0,"Pink Panther, The (2006)",2006.0,12096.0,0.6666666666666666,0.0
KEEP (Different Movie),Pinocchio (1940),1940.0,10895.0,Pinocchio (2002),2002.0,10599.0,0.4,0.0
KEEP (Different Movie),Planet of the Apes (1968),1968.0,871.0,Planet of the Apes (2001),2001.0,869.0,0.75,0.0
KEEP (Different Movie),"Postman Always Rings Twice, The (1981)",1981.0,11027.0,"Postman Always Rings Twice, The (1946)",1946.0,25736.0,0.5,0.0
KEEP (Different Movie),Pride (2007),2007.0,16385.0,Pride (2014),2014.0,234200.0,0.5,0.0
KEEP (Different Movie),Pride and Prejudice (1940),1940.0,43818.0,Pride and Prejudice (1995),1995.0,164721.0,0.6666666666666666,0.0
KEEP (Different Movie),Priest (1994),1994.0,40156.0,Priest (2011),2011.0,38321.0,0.0,0.0
KEEP (Different Movie),"Producers, The (1968)",1968.0,30197.0,"Producers, The (2005)",2005.0,9899.0,0.5,0.0
KEEP (Different Movie),Project X (1987),1987.0,18410.0,Project X (2012),2012.0,57214.0,0.5,0.0
KEEP (Different Movie),Project X (1987),1987.0,18410.0,Project X (1968),1968.0,29398.0,0.0,0.0
KEEP (Different Movie),Project X (2012),2012.0,57214.0,Project X (1968),1968.0,29398.0,0.0,0.0
KEEP (Different Movie),Prom Night (1980),1980.0,36599.0,Prom Night (2008),2008.0,8617.0,0.3333333333333333,0.0
KEEP (Different Movie),Proof (1991),1991.0,14904.0,Proof (2005),2005.0,9777.0,0.3333333333333333,0.0
KEEP (Different Movie),Psycho (1960),1960.0,539.0,Psycho (1998),1998.0,11252.0,0.6666666666666666,0.0
KEEP (Different Movie),"Punisher, The (1989)",1989.0,8867.0,"Punisher, The (2004)",2004.0,7220.0,0.3333333333333333,0.0
KEEP (Different Movie),Red Dawn (1984),1984.0,1880.0,Red Dawn (2012),2012.0,60747.0,0.6666666666666666,0.0
KEEP (Different Movie),"Revenant, The (2009)",2009.0,79896.0,The Revenant (2015),2015.0,281957.0,0.0,0.0
KEEP (Different Movie),"Ring, The (1927)",1927.0,36056.0,"Ring, The (2002)",2002.0,565.0,0.0,0.0
KEEP (Different Movie),Robin Hood (1973),1973.0,11886.0,Robin Hood (2010),2010.0,20662.0,0.1111111111111111,0.0
KEEP (Different Movie),RoboCop (1987),1987.0,5548.0,RoboCop (2014),2014.0,97020.0,0.5,0.0
KEEP (Different Movie),Rollerball (2002),2002.0,11535.0,Rollerball (1975),1975.0,11484.0,0.6666666666666666,0.0
KEEP (Different Movie),"Rookie, The (2002)",2002.0,14635.0,"Rookie, The (1990)",1990.0,6723.0,0.0,0.0
KEEP (Different Movie),Running Scared (1980),1980.0,259557.0,Running Scared (2006),2006.0,7304.0,0.25,0.0
KEEP (Different Movie),Running Scared (1986),1986.0,15698.0,Running Scared (1980),1980.0,259557.0,0.3333333333333333,0.0
KEEP (Different Movie),Running Scared (1986),1986.0,15698.0,Running Scared (2006),2006.0,7304.0,0.25,0.0
KEEP (Different Movie),Rush (1991),1991.0,20289.0,Rush (2013),2013.0,96721.0,0.3333333333333333,0.0
KEEP (Different Movie),Sabrina (1995),1995.0,11860.0,Sabrina (1954),1954.0,6620.0,1.0,0.0
KEEP (Different Movie),Safe (1995),1995.0,32646.0,Safe (2012),2012.0,72387.0,0.3333333333333333,0.0
KEEP (Different Movie),Saw (2004),2004.0,176.0,Saw (2003),2003.0,246355.0,0.25,0.0
KEEP (Different Movie),Scarface (1983),1983.0,111.0,Scarface (1932),1932.0,877.0,0.6666666666666666,0.0
KEEP (Different Movie),"Secret Life of Walter Mitty, The (1947)",1947.0,40092.0,"Secret Life of Walter Mitty, The (2013)",2013.0,116745.0,0.2,0.0
KEEP (Different Movie),Shaft (1971),1971.0,482.0,Shaft (2000),2000.0,479.0,0.75,0.0
KEEP (Different Movie),"Shaggy Dog, The (1959)",1959.0,15944.0,"Shaggy Dog, The (2006)",2006.0,10067.0,0.5,0.0
KEEP (Different Movie),Shall We Dance (1937),1937.0,31530.0,Shall We Dance? (2004),2004.0,4380.0,0.6666666666666666,0.0
KEEP (Different Movie),"Shining, The (1980)",1980.0,694.0,The Shining (1997),1997.0,106035.0,0.3333333333333333,0.0
KEEP (Different Movie),"Signal, The (2007)",2007.0,13059.0,"Signal, The (2014)",2014.0,242095.0,0.6666666666666666,0.0
KEEP (Different Movie),Sisters (1973),1973.0,22307.0,Sisters (2015),2015.0,266294.0,0.0,0.0
KEEP (Different Movie),Sky High (2005),2005.0,11459.0,Sky High (2003),2003.0,5846.0,0.16666666666666666,0.0
KEEP (Different Movie),Sleuth (1972),1972.0,993.0,Sleuth (2007),2007.0,4520.0,0.5,0.0
KEEP (Different Movie),Spellbound (1945),1945.0,4174.0,Spellbound (2002),2002.0,16636.0,0.0,0.0
KEEP (Different Movie),Spellbound (1945),1945.0,4174.0,Spellbound (2011),2011.0,92499.0,0.25,0.0
KEEP (Different Movie),Spellbound (2002),2002.0,16636.0,Spellbound (2011),2011.0,92499.0,0.0,0.0
KEEP (Different Movie),Spiral (2007),2007.0,18467.0,Spiral (2018),2018.0,525662.0,0.0,0.0
KEEP (Different Movie),Stalingrad (1993),1993.0,11101.0,Stalingrad (2013),2013.0,203793.0,0.5,0.0
KEEP (Different Movie),"Star Is Born, A (1937)",1937.0,22692.0,"Star Is Born, A (1954)",1954.0,3111.0,0.5,0.0
KEEP (Different Movie),"Stepford Wives, The (1975)",1975.0,12223.0,"Stepford Wives, The (2004)",2004.0,9890.0,0.2,0.0
KEEP (Different Movie),Sunshine (1999),1999.0,17771.0,Sunshine (2007),2007.0,1272.0,0.25,0.0
KEEP (Different Movie),Taxi (1998),1998.0,2330.0,Taxi (2004),2004.0,11045.0,1.0,0.0
KEEP (Different Movie),Teenage Mutant Ninja Turtles (1990),1990.0,1498.0,Teenage Mutant Ninja Turtles (2014),2014.0,98566.0,0.3333333333333333,0.0
KEEP (Different Movie),"Texas Chainsaw Massacre, The (1974)",1974.0,30497.0,"Texas Chainsaw Massacre, The (2003)",2003.0,9373.0,1.0,0.0
KEEP (Different Movie),That Darn Cat! (1965),1965.0,20723.0,That Darn Cat (1997),1997.0,20735.0,1.0,0.0
KEEP (Different Movie),The Diary of Anne Frank (1959),1959.0,2576.0,The Diary of Anne Frank (2009),2009.0,133365.0,1.0,0.0
KEEP (Different Movie),The Great Train Robbery (1978),1978.0,11583.0,The Great Train Robbery (1903),1903.0,5698.0,0.16666666666666666,0.0
KEEP (Different Movie),The Night Before (2015),2015.0,296100.0,The Night Before (1988),1988.0,38966.0,1.0,0.0
KEEP (Different Movie),"Thief of Bagdad, The (1940)",1940.0,12232.0,"Thief of Bagdad, The (1924)",1924.0,28963.0,0.6666666666666666,0.0
KEEP (Different Movie),"Thing, The (1982)",1982.0,1091.0,"Thing, The (2011)",2011.0,60935.0,0.6,0.0
KEEP (Different Movie),"Thomas Crown Affair, The (1999)",1999.0,913.0,"Thomas Crown Affair, The (1968)",1968.0,912.0,0.0,0.0
KEEP (Different Movie),"Three Musketeers, The (1948)",1948.0,41609.0,"Three Musketeers, The (1973)",1973.0,2926.0,0.4,0.0
KEEP (Different Movie),"Three Musketeers, The (1948)",1948.0,41609.0,"Three Musketeers, The (2011)",2011.0,52451.0,0.5,0.0
KEEP (Different Movie),"Three Musketeers, The (1973)",1973.0,2926.0,"Three Musketeers, The (2011)",2011.0,52451.0,0.6666666666666666,0.0
KEEP (Different Movie),"Three Musketeers, The (1993)",1993.0,10057.0,"Three Musketeers, The (1948)",1948.0,41609.0,0.6,0.0
KEEP (Different Movie),"Three Musketeers, The (1993)",1993.0,10057.0,"Three Musketeers, The (1973)",1973.0,2926.0,0.75,0.0
KEEP (Different Movie),"Three Musketeers, The (1993)",1993.0,10057.0,"Three Musketeers, The (2011)",2011.0,52451.0,0.5,0.0
KEEP (Different Movie),"Time Machine, The (1960)",1960.0,2134.0,"Time Machine, The (2002)",2002.0,2135.0,1.0,0.0
KEEP (Different Movie),"Tinker, Tailor, Soldier, Spy (1979)",1979.0,140207.0,Tinker Tailor Soldier Spy (2011),2011.0,49517.0,0.6666666666666666,0.0
KEEP (Different Movie),Titanic (1997),1997.0,597.0,Titanic (1953),1953.0,16535.0,0.3333333333333333,0.0
KEEP (Different Movie),Total Recall (1990),1990.0,861.0,Total Recall (2012),2012.0,64635.0,0.75,0.0
KEEP (Different Movie),Treasure Island (1950),1950.0,6646.0,Treasure Island (2012),2012.0,83191.0,0.5,0.0
KEEP (Different Movie),"Trip, The (2002)",2002.0,15850.0,"Trip, The (2010)",2010.0,63578.0,0.6666666666666666,0.0
KEEP (Different Movie),True Crime (1996),1996.0,37144.0,True Crime (1999),1999.0,10354.0,0.3333333333333333,0.0
KEEP (Different Movie),True Grit (1969),1969.0,17529.0,True Grit (2010),2010.0,44264.0,0.3333333333333333,0.0
KEEP (Different Movie),Twilight (1998),1998.0,26269.0,Twilight (2008),2008.0,8966.0,0.4,0.0
KEEP (Different Movie),Twister (1996),1996.0,664.0,Twister (1990),1990.0,77780.0,0.0,0.0
KEEP (Different Movie),Underworld (1996),1996.0,85242.0,Underworld (2003),2003.0,277.0,0.0,0.0
KEEP (Different Movie),Unforgiven (1992),1992.0,33.0,Unforgiven (2013),2013.0,141819.0,0.25,0.0
KEEP (Different Movie),Unknown (2006),2006.0,9828.0,Unknown (2011),2011.0,48138.0,1.0,0.0
KEEP (Different Movie),Village of the Damned (1995),1995.0,12122.0,Village of the Damned (1960),1960.0,11773.0,0.6666666666666666,0.0
KEEP (Different Movie),"Visit, The (2000)",2000.0,70282.0,"Visit, The (2015)",2015.0,298312.0,0.0,0.0
KEEP (Different Movie),War and Peace (1956),1956.0,11706.0,War and Peace (2016),2016.0,378779.0,0.6666666666666666,0.0
KEEP (Different Movie),War of the Worlds (2005),2005.0,74.0,War of the Worlds (2005),2005.0,34812.0,0.5,0.0
KEEP (Different Movie),We're No Angels (1989),1989.0,5971.0,We're No Angels (1955),1955.0,5996.0,0.6666666666666666,0.0
KEEP (Different Movie),When a Stranger Calls (1979),1979.0,45964.0,When a Stranger Calls (2006),2006.0,10053.0,1.0,0.0
KEEP (Different Movie),Whiplash (2014),2014.0,244786.0,Whiplash (2013),2013.0,367412.0,0.0,0.0
KEEP (Different Movie),"Wicker Man, The (1973)",1973.0,16307.0,"Wicker Man, The (2006)",2006.0,9708.0,0.75,0.0
KEEP (Different Movie),Wonder Woman (2009),2009.0,15359.0,Wonder Woman (2017),2017.0,297762.0,0.75,0.0
KEEP (Different Movie),Wonderland (1999),1999.0,32640.0,Wonderland (2003),2003.0,4997.0,0.25,0.0
KEEP (Different Movie),Wuthering Heights (1992),1992.0,25095.0,Wuthering Heights (1939),1939.0,3084.0,1.0,0.0
KEEP (Different Movie),"Yours, Mine and Ours (1968)",1968.0,27983.0,"Yours, Mine and Ours (2005)",2005.0,13499.0,0.3333333333333333,0.0
KEEP (Different Movie),Zoom (2006),2006.0,14113.0,Zoom (2015),2015.0,351065.0,0.4,0.0
KEEP (Different Movie),Zulu (1964),1964.0,14433.0,Zulu (2013),2013.0,185567.0,0.2,0.0
KEEP (Different Movie),[REC] (2007),2007.0,8329.0,[REC]² (2009),2009.0,10664.0,0.6666666666666666,0.0
KEEP (Remake/Series),Eros (2004),2004.0,,Eros (2004),2004.0,39850.0,0.5,0.0
KEEP (Remake/Series),Loser (1991),1991.0,,Loser (2000),2000.0,10642.0,0.5,0.0
KEEP (Remake/Series),Saturn 3 (1980),1980.0,,Saturn 3 (1980),1980.0,19761.0,0.6666666666666666,0.0
